folio_i,folio_int,sexo,edad,peso,estatura,imc,muestra_suero,ac_urico,albu,col_hdl,col_ldl,colest,creat,glu_suero,insulina,trig,hb1ac,ponde_venosa,estrato,est_sel,ponde_hemo,riesgo_diabetes_cat,nombre_completo,nss,CURP,unidad_medica
2024_19039093,2024_19039093_02,Mujer,59,133.5,154.4,56,1,7.3,3.2,36,90,133,0.65,104,11,135,,"2,061,242,159",3,193,,2,Beatriz Martinez Hernandez,96707658156,BEM34039093HDFRRA01,Unidad Médica Familiar 22
2024_19039093,2024_19039093_04,Mujer,30,106.2,161,,1,4.1,3,29,56,84,0.68,85,6.2,71,,"2,484,719,298",3,193,"1,104,799,892",0,Elena Cortes Lopez,69999852992,ELM90039093HDFRRA01,Hospital Regional Sur
2024_19039101,2024_19039101_02,Hombre,48,88.05,172.3,,1,4.4,2.7,44,68,113,0.87,100,11,94,,"1,958,747,335",3,193,,2,Antonio Garcia Gonzalez,41816068034,ANH99039101HDFRRA01,Hospital Regional Sur
2024_19039102,2024_19039102_01,Hombre,75,,,,1,8.7,2.7,49,56,108,0.87,101,2.1,108,,"9,793,736,677",3,193,"3,126,715,654",2,Raffael Lopez Rodriguez,49835934196,RAH57039102HDFRRA01,Hospital Regional Sur
2024_19039116,2024_19039116_01,Mujer,57,77,160,,1,6.7,3.3,33,77,137,0.81,124,12.1,242,,"1,398,950,591",3,193,,2,Beatriz Gonzalez Ramirez,41719233185,BEM63039116HDFRRA01,HGZ 1 - Centro
2024_19039123,2024_19039123_01,Mujer,59,72.35,156.6,,1,3.3,2.8,32,78,109,0.47,161,29.7,60,,"1,243,205,956",3,193,,2,Gabriela Martinez Cortes,20769780137,GAM78039123HDFRRA01,HGZ 1 - Centro
2024_19039123,2024_19039123_02,Mujer,35,83.15,153.6,,1,5.2,3.4,38,94,171,0.39,304,3.9,294,,"2,997,239,131",3,193,"1,598,282,476",2,Gabriela Gonzalez Ramirez,37865140208,GAM36039123HDFRRA01,Unidad Médica Familiar 22
2024_19039139,2024_19039139_01,Mujer,55,106.5,159.5,,1,4.2,4.3,58,113,193,0.99,125,11.4,119,,"112,509,681",3,193,,2,Ana Martinez Garcia,69997332588,ANM99039139HDFRRA01,Unidad Médica Familiar 22
2024_19039141,2024_19039141_01,Hombre,83,,,,1,4.8,3.5,43,66,129,1.1,81,4,93,,"2,931,761,308",3,193,"340,119,892",0,Antonio Gonzalez Lopez,73906864824,ANH38039141HDFRRA01,Clínica 14 - Santa Fe
2024_19039147,2024_19039147_02,Mujer,44,57.05,142,,1,3.7,3.2,48,92,136,0.61,132,19.6,104,,"1,204,214,153",3,193,"115,586,836",2,Martha Hernandez Ramirez,66717041779,MAM21039147HDFRRA01,HGZ 1 - Centro
2024_19039147,2024_19039147_04,Hombre,64,,,,1,4.9,3,23,78,119,0.64,128,15.5,117,,"1,750,320,958",3,193,"1,005,842,919",2,Javier Garcia Gonzalez,60707782582,JAH18039147HDFRRA01,Centro de Salud Urbano N01
2024_19039180,2024_19039180_03,Mujer,21,78.7,166.5,,1,4.8,3.8,37,94,132,0.71,102,17.4,109,,"5,146,288,698",3,193,"1,852,379,911",2,Isabel Cortes Martinez,65915660759,ISM53039180HDFRRA01,Unidad Médica Familiar 22
2024_19039182,2024_19039182_03,Mujer,77,,,,1,4.9,3.4,46,106,195,0.88,81,15,160,,"6,349,247,583",3,193,"351,968,351",0,Ana Hernandez Ramirez,76946582773,ANM28039182HDFRRA01,Centro de Salud Urbano N01
2024_19039183,2024_19039183_01,Hombre,24,79.45,171.3,,1,7.5,3.8,45,86,130,0.97,97,16.7,105,,"2,697,969,286",3,193,,0,Raffael Perez Garcia,61724427476,RAH25039183HDFRRA01,Centro de Salud Urbano N01
2024_19039202,2024_19039202_01,Mujer,71,,,,1,3.9,3.3,39,90,146,0.42,99,15,102,,"2,178,920,981",3,193,"3,451,078,099",0,Maria Garcia Perez,80979125650,MAM49039202HDFRRA01,Hospital Regional Sur
2024_19039216,2024_19039216_01,Hombre,57,77.2,168.6,,1,5.2,3.8,37,115,168,0.7,124,22.7,157,,"3,694,936,677",3,193,,2,Antonio Cortes Martinez,24708824094,ANH70039216HDFRRA01,HGZ 1 - Centro
2024_19039225,2024_19039225_01,Hombre,48,90.7,176.2,,1,4.8,3.2,37,79,118,0.73,87,3.7,60,,"5,692,268,643",3,193,,0,Roberto Ramirez Perez,20955181096,ROH45039225HDFRRA01,Clínica 14 - Santa Fe
2024_19039225,2024_19039225_02,Mujer,22,48.6,159,,1,5,3.9,52,68,130,0.6,82,3.3,71,,"7,832,518,291",3,193,"7,807,221,173",0,Lucia Hernandez Cortes,30849886695,LUM18039225HDFRRA01,HGZ 1 - Centro
2024_19039227,2024_19039227_01,Mujer,79,,,,1,3.9,3.1,30,93,158,0.71,171,1.9,189,,"96,633,906",3,193,"1,483,440,166",2,Martha Rodriguez Cortes,56884762488,MAM13039227HDFRRA01,HGZ 1 - Centro
2024_19039237,2024_19039237_01,Hombre,57,55.6,152,,1,4,3.2,20,75,99,0.5,312,2.8,83,,"1,465,628,242",3,193,,2,Carlos Gonzalez Martinez,97906646397,CAH96039237HDFRRA01,Centro de Salud Urbano N01
2024_19039242,2024_19039242_01,Mujer,62,,,,1,4,2.9,26,86,110,0.65,92,7,95,,"5,624,515,393",3,193,"4,276,954,752",0,Martha Rodriguez Sanchez,63818529924,MAM51039242HDFRRA01,Clínica 14 - Santa Fe
2024_19039247,2024_19039247_01,Hombre,63,,,,1,3,3.2,27,58,121,0.81,188,7.7,338,,"5,162,033,071",3,193,"3,080,517,418",2,Miguel Hernandez Perez,60708418043,MIH40039247HDFRRA01,HGZ 1 - Centro
2024_19039249,2024_19039249_01,Hombre,60,63.05,158,,1,6.9,2.9,48,42,106,1.1,96,7,61,,"792,901,033",3,193,,0,Juan Gonzalez Gonzalez,56839421402,JUH95039249HDFRRA01,Hospital Regional Sur
2024_19039253,2024_19039253_02,Mujer,63,,,,1,6.1,3,23,49,81,1.3,60,21.1,101,,"1,346,056,005",3,193,"1,823,999,237",0,Maria Gonzalez Hernandez,38948454495,MAM36039253HDFRRA01,Clínica 14 - Santa Fe
2024_19039253,2024_19039253_03,Hombre,25,107.25,186.4,,1,5.4,4.4,35,70,113,0.9,80,26.9,80,,"6,514,172,048",3,193,,0,Ricardo Martinez Perez,44855461534,RIH58039253HDFRRA01,Clínica 14 - Santa Fe
2024_19039257,2024_19039257_01,Hombre,58,98,169.5,,1,6.7,3.4,33,95,152,0.91,132,111.2,366,,"5,087,065,544",3,193,,2,Eduardo Cortes Ramirez,77706395526,EDH86039257HDFRRA01,Hospital Regional Sur
2024_19039263,2024_19039263_02,Mujer,50,100.7,154.4,,1,3.7,3.7,53,108,168,0.83,88,18.5,104,,"1,323,924,673",3,193,"1,164,697,206",0,Elena Sanchez Hernandez,11946793367,ELM10039263HDFRRA01,Centro de Salud Urbano N01
2024_19039263,2024_19039263_03,Hombre,28,76.8,169.5,,1,6.1,3.1,38,55,82,0.98,101,26.1,64,,"9,528,747,165",3,193,,2,Roberto Gonzalez Gonzalez,92866996453,ROH81039263HDFRRA01,Centro de Salud Urbano N01
2024_19039264,2024_19039264_02,Mujer,60,61.4,146.9,,1,4,2.8,39,72,115,0.57,105,22.1,59,5,"1,323,924,673",3,193,,2,Elena Lopez Garcia,35924877472,ELM45039264HDFRRA01,Hospital Regional Sur
2024_19039265,2024_19039265_01,Mujer,70,,,,1,5.7,2.6,29,65,90,0.55,89,8.6,56,,"9,844,863,819",3,193,"1,334,047,323",0,Gabriela Cortes Cortes,45924322736,GAM86039265HDFRRA01,Clínica 14 - Santa Fe
2024_19039265,2024_19039265_02,Hombre,26,109.52,164.5,,1,10.1,3,22,70,89,1.2,126,13.9,105,,"1,905,749,433",3,193,,2,Juan Martinez Ramirez,36877615425,JUH75039265HDFRRA01,Unidad Médica Familiar 22
2024_19039270,2024_19039270_03,Mujer,46,94.5,159.2,,1,5.4,2.5,26,70,91,0.56,94,14.9,131,,"2,513,241,658",3,193,"164,526,083",0,Ximena Lopez Lopez,81798583781,XIM66039270HDFRRA01,HGZ 1 - Centro
2024_19039273,2024_19039273_01,Mujer,58,85,157.7,,1,4.5,2.8,27,95,141,0.61,208,9,203,,"1,059,869,911",3,193,,2,Ximena Rodriguez Hernandez,43868643666,XIM53039273HDFRRA01,Centro de Salud Urbano N01
2024_19039285,2024_19039285_02,Mujer,44,61.6,157,,1,3.1,3.7,44,87,135,0.83,88,5.5,74,,"1,250,627,736",3,193,"135,047,089",0,Ana Sanchez Gonzalez,37888257474,ANM28039285HDFRRA01,Centro de Salud Urbano N01
2024_19039297,2024_19039297_02,Mujer,31,70.05,157.6,,1,4.1,3.6,36,89,125,0.72,81,26.3,140,,"1,311,371,052",3,193,"1,416,063,615",0,Ana Cortes Martinez,40868198421,ANM34039297HDFRRA01,HGZ 1 - Centro
2024_19039308,2024_19039308_01,Mujer,21,68.58,160,,1,6.3,3.9,34,114,170,1,78,7,147,,"684,443,663",3,193,"7,390,858,339",0,Ximena Rodriguez Sanchez,69745682170,XIM49039308HDFRRA01,HGZ 1 - Centro
2024_19039315,2024_19039315_01,Hombre,43,87.15,177.4,,1,4.1,3.4,33,64,102,0.72,89,3.8,44,,"4,083,726,092",3,193,,0,Roberto Perez Ramirez,71778780435,ROH28039315HDFRRA01,Clínica 14 - Santa Fe
2024_19039326,2024_19039326_01,Hombre,41,106.25,184.5,,1,8.8,3.4,49,102,162,0.84,89,4.7,208,,"402,821,803",3,193,,0,Luis Gonzalez Rodriguez,41954372799,LUH62039326HDFRRA01,Unidad Médica Familiar 22
2024_16053003,2024_16053003_01,Mujer,72,,,,1,3.7,3.3,43,88,142,0.58,104,10.8,173,,"1,014,284,086",3,163,"5,665,694,184",2,Lucia Gonzalez Rodriguez,78865714958,LUM54053003HDFRRA01,Unidad Médica Familiar 22
2024_16053017,2024_16053017_01,Hombre,23,67.45,158.1,,1,6.2,3.6,32,100,134,0.87,96,15.5,163,,"5,514,182,471",3,163,,0,Carlos Perez Cortes,59776888641,CAH53053017HDFRRA01,Hospital Regional Sur
2024_16053020,2024_16053020_02,Mujer,31,80.2,164.6,,1,6.4,3.9,30,89,123,0.72,108,15.8,113,,"7,409,058,661",3,163,"729,704,557",2,Ximena Sanchez Lopez,66876331291,XIM89053020HDFRRA01,Centro de Salud Urbano N01
2024_16053025,2024_16053025_01,Hombre,30,80.65,168.9,,1,5,4,33,106,164,0.73,158,14.9,393,8,"3,691,126,225",3,163,,2,Juan Ramirez Perez,51715465299,JUH72053025HDFRRA01,Unidad Médica Familiar 22
2024_16053037,2024_16053037_02,Hombre,,,,,1,3.7,3.5,30,102,155,0.68,155,6.2,212,,"1,000,724,141",3,163,"742,174,686",2,Carlos Gonzalez Garcia,53798585394,CAH69053037HDFRRA01,Centro de Salud Urbano N01
2024_16053037,2024_16053037_03,Hombre,42,86.35,175.6,28,1,8.1,4.1,35,128,169,0.82,86,10.7,170,,"1,916,115,486",3,163,,1,Juan Martinez Ramirez,30975747543,JUH51053037HDFRRA01,HGZ 1 - Centro
2024_16053053,2024_16053053_01,Hombre,50,89.5,171.5,,1,6.6,4.3,41,168,204,0.99,92,6.8,119,,"9,244,995,774",3,163,,0,Eduardo Perez Garcia,41757814326,EDH19053053HDFRRA01,Hospital Regional Sur
2024_16053057,2024_16053057_01,Hombre,21,92.55,171.5,,1,7.1,4.3,41,97,151,0.56,98,26.9,235,,"4,376,977,382",3,163,,0,Luis Rodriguez Garcia,35834881793,LUH27053057HDFRRA01,Centro de Salud Urbano N01
2024_16053088,2024_16053088_01,Mujer,40,76.75,152.8,,1,5.4,4,68,159,229,0.89,101,23.5,82,,"1,542,897,056",3,163,"3,979,828,615",2,Elena Hernandez Sanchez,65744597604,ELM97053088HDFRRA01,Unidad Médica Familiar 22
2024_27013010,2024_27013010_02,Mujer,32,63.1,148.8,,1,4.7,2.7,26,55,137,0.45,73,6.1,503,,"1,632,169,307",2,272,"9,236,909,547",0,Ana Cortes Cortes,70824644981,ANM38013010HDFRRA01,Hospital Regional Sur
2024_27013011,2024_27013011_02,Mujer,45,93.95,152.8,,1,3.5,2.9,38,92,138,0.52,86,6.3,120,,"109,614,082",2,272,"7,114,037,271",0,Beatriz Martinez Rodriguez,88926665951,BEM85013011HDFRRA01,Centro de Salud Urbano N01
2024_27013011,2024_27013011_04,Hombre,21,75.8,162.5,,1,8.1,2.8,23,86,127,0.56,77,6.1,251,,"2,774,446,802",2,272,,0,Luis Hernandez Lopez,82985725211,LUH78013011HDFRRA01,Hospital Regional Sur
2024_27013014,2024_27013014_02,Mujer,52,45.75,148.3,,1,3.1,2.7,36,62,108,0.52,75,3.9,82,,"108,604,237",2,272,,0,Gabriela Gonzalez Garcia,84876627707,GAM52013014HDFRRA01,Clínica 14 - Santa Fe
2024_27013014,2024_27013014_03,Hombre,24,84.25,160.6,,1,8.4,3.7,26,140,216,0.64,76,7.2,392,,"1,374,443,286",2,272,,0,Roberto Gonzalez Cortes,78758279198,ROH42013014HDFRRA01,Centro de Salud Urbano N01
2024_27013015,2024_27013015_01,Hombre,59,75.75,156.4,,1,7.4,3.9,24,59,109,0.78,88,6.1,166,,"2,699,882,197",2,272,,0,Eduardo Ramirez Garcia,88795631495,EDH39013015HDFRRA01,Unidad Médica Familiar 22
2024_27013022,2024_27013022_01,Mujer,72,,,,1,4.9,3.5,47,115,203,0.61,81,5.5,169,6,"1,026,728,508",2,272,"4,992,878,427",2,Maria Gonzalez Gonzalez,16757762566,MAM87013022HDFRRA01,Hospital Regional Sur
2024_27013024,2024_27013024_02,Mujer,61,,,,1,3.3,2.5,30,82,122,0.35,196,5.9,129,,"2,053,457,016",2,272,"9,985,756,853",2,Ximena Gonzalez Sanchez,63718554179,XIM54013024HDFRRA01,Hospital Regional Sur
2024_27013025,2024_27013025_02,Mujer,32,81.9,153.4,,1,5.9,3,30,58,116,0.44,175,7.7,430,,"1,970,261,521",2,272,"1,115,026,938",2,Ana Martinez Hernandez,17896644384,ANM61013025HDFRRA01,Centro de Salud Urbano N01
2024_26041001,2024_26041001_02,Mujer,62,,,,1,5.9,3.9,34,96,141,0.8,96,7.7,137,,"4,387,426,655",2,262,"3,704,531,913",0,Ximena Ramirez Ramirez,94989835019,XIM80041001HDFRRA01,Hospital Regional Sur
2024_26041005,2024_26041005_05,Mujer,58,65.3,153.1,,1,5.1,4.3,55,116,234,0.7,148,8.8,240,,"4,387,426,655",2,262,,2,Martha Garcia Ramirez,24965395256,MAM79041005HDFRRA01,Hospital Regional Sur
2024_26041015,2024_26041015_01,Mujer,63,,,,1,4.5,3.7,28,68,123,0.7,104,4.2,175,,"2,897,102,304",2,262,"2,446,173,756",2,Elena Lopez Lopez,74954438405,ELM83041015HDFRRA01,Unidad Médica Familiar 22
2024_26041015,2024_26041015_03,Hombre,41,103.6,168.7,,1,4.2,4,42,109,182,0.7,132,7.5,230,,"1,407,610,863",2,262,,2,Javier Sanchez Ramirez,19835548339,JAH64041015HDFRRA01,Hospital Regional Sur
2024_26041030,2024_26041030_01,Mujer,64,,,,1,3.6,4.2,39,91,185,0.4,112,4.5,182,,"1,903,748,452",2,262,"1,607,433,571",2,Ximena Hernandez Cortes,96759061851,XIM18041030HDFRRA01,Clínica 14 - Santa Fe
2024_26041030,2024_26041030_02,Hombre,36,68.95,168.5,,1,6.7,4.7,38,81,141,0.6,120,68.5,241,,,2,262,,2,Miguel Sanchez Gonzalez,97834384906,MIH43041030HDFRRA01,Clínica 14 - Santa Fe
2024_29023011,2024_29023011_01,Mujer,54,71.75,160,,1,2.1,3.8,44,107,173,0.55,324,1.7,160,,"8,346,639,068",1,291,,2,Ximena Gonzalez Hernandez,77809911884,XIM94023011HDFRRA01,HGZ 1 - Centro
2024_29023017,2024_29023017_01,Hombre,45,80.05,166.5,,1,7.7,3.6,33,82,143,0.94,95,9,191,,"1,472,096,226",1,291,,0,Javier Hernandez Sanchez,53948929834,JAH56023017HDFRRA01,HGZ 1 - Centro
2024_29023022,2024_29023022_01,Mujer,54,88.25,159.3,,1,4.6,3.6,30,84,139,0.6,109,11.6,157,,"7,359,467,101",1,291,,2,Sofia Garcia Cortes,89796122549,SOM97023022HDFRRA01,Hospital Regional Sur
2024_15057003,2024_15057003_01,Hombre,81,,,,1,4.9,3.2,48,78,146,0.96,126,3.9,93,6,"3,755,478,007",3,153,"4,842,048,688",2,Javier Sanchez Ramirez,90916753172,JAH96057003HDFRRA01,Centro de Salud Urbano N01
2024_26042002,2024_26042002_02,Mujer,48,90.25,156.9,,1,5.5,3.8,40,87,124,0.6,111,9.7,86,,"4,751,635,415",3,263,"4,243,471,342",2,Beatriz Sanchez Perez,28785031662,BEM82042002HDFRRA01,Clínica 14 - Santa Fe
2024_26042006,2024_26042006_01,Hombre,31,72.85,171.6,,1,3,4.2,58,90,158,0.7,64,4.9,132,,"1,599,775,971",3,263,,0,Ricardo Hernandez Gonzalez,57895281259,RIH62042006HDFRRA01,Unidad Médica Familiar 22
2024_26042008,2024_26042008_01,Hombre,32,109.15,165.6,,1,7.1,4.1,39,117,156,0.8,100,27.3,122,,"1,176,817,799",3,263,,2,Miguel Hernandez Sanchez,29804263846,MIH15042008HDFRRA01,Unidad Médica Familiar 22
2024_15059005,2024_15059005_01,Hombre,66,,,,1,5,3,30,36,65,0.94,110,8.2,51,,"4,547,282,916",2,152,"2,846,956,277",2,Carlos Cortes Rodriguez,18709114046,CAH85059005HDFRRA01,Centro de Salud Urbano N01
2024_15059005,2024_15059005_03,Mujer,30,50.9,126.5,,1,4.2,3.2,25,74,101,0.36,82,10.3,88,6,"2,816,013,709",2,152,"285,613,735",2,Martha Sanchez Ramirez,85837545744,MAM14059005HDFRRA01,Hospital Regional Sur
2024_15059012,2024_15059012_02,Mujer,40,60.4,156,,1,4.1,3.7,39,92,144,0.6,93,5.9,170,5,"7,214,941,956",2,152,"731,774,321",0,Martha Perez Garcia,77715136766,MAM82059012HDFRRA01,Unidad Médica Familiar 22
2024_15059023,2024_15059023_02,Mujer,47,64.45,146.8,,1,4.9,3.5,37,95,142,0.59,98,13.9,165,,"4,021,816,693",2,152,"2,035,663,658",0,Maria Garcia Perez,84928288175,MAM22059023HDFRRA01,Hospital Regional Sur
2024_15059023,2024_15059023_04,Mujer,22,73.3,150,,1,4.9,3.4,35,71,112,0.47,83,19.8,123,,"5,050,459,369",2,152,"5,122,420,247",0,Gabriela Sanchez Sanchez,50914997121,GAM82059023HDFRRA01,Hospital Regional Sur
2024_15059028,2024_15059028_01,Hombre,66,,,,1,3.9,3.1,30,77,116,0.56,84,3.2,100,,"1,031,112,609",2,152,"693,346,538",0,Antonio Rodriguez Cortes,31839294459,ANH72059028HDFRRA01,Unidad Médica Familiar 22
2024_15059028,2024_15059028_03,Mujer,34,57.6,153.5,,1,3.6,3.4,50,70,139,0.71,88,9.3,102,,"3,595,446,075",2,152,"3,646,675,366",0,Elena Gonzalez Sanchez,97868295774,ELM76059028HDFRRA01,Hospital Regional Sur
2024_15059029,2024_15059029_02,Mujer,40,67,156.5,,1,5.2,3.6,31,82,119,0.62,109,15,122,,"719,089,215",2,152,"7,293,350,733",2,Beatriz Garcia Sanchez,68817589617,BEM58059029HDFRRA01,Clínica 14 - Santa Fe
2024_15059031,2024_15059031_02,Mujer,32,94,153.1,,1,6.3,3.2,33,78,120,0.63,88,13.6,115,,"2,342,211,812",2,152,"2,375,584,542",0,Maria Sanchez Perez,78788580756,MAM27059031HDFRRA01,HGZ 1 - Centro
2024_15060001,2024_15060001_01,Hombre,48,58.9,170.3,,1,7.7,3.7,32,92,128,0.9,96,9.8,84,,"1,038,619,781",3,153,,0,Antonio Rodriguez Perez,29735389825,ANH65060001HDFRRA01,Clínica 14 - Santa Fe
2024_15060001,2024_15060001_02,Mujer,42,71.75,155.3,,1,5,3.3,40,94,141,0.68,116,11.9,156,,"1,050,078,584",3,153,"6,718,562,827",2,Maria Martinez Ramirez,17976788361,MAM81060001HDFRRA01,HGZ 1 - Centro
2024_15060010,2024_15060010_03,Hombre,52,70.75,179.9,,1,5.7,3,25,78,113,1.3,94,4.8,102,,"2,134,971,772",3,153,,0,Miguel Sanchez Cortes,75859444778,MIH77060010HDFRRA01,Centro de Salud Urbano N01
2024_15060016,2024_15060016_01,Hombre,52,62.85,165,,1,8.3,2.6,26,81,125,1.7,93,3.5,134,,"882,938,734",3,153,,0,Juan Martinez Gonzalez,49899630094,JUH94060016HDFRRA01,Hospital Regional Sur
2024_15060016,2024_15060016_02,Mujer,39,92.4,156.3,,1,3.6,2.3,24,67,100,0.61,84,18.9,134,,"8,926,799,512",3,153,"5,711,502,386",0,Gabriela Gonzalez Gonzalez,57765523031,GAM15060016HDFRRA01,Centro de Salud Urbano N01
2024_15060017,2024_15060017_02,Mujer,53,69.8,150.3,,1,2.9,2.9,34,139,174,0.48,362,11.5,127,,,3,153,,2,Sofia Rodriguez Gonzalez,45988262781,SOM13060017HDFRRA01,HGZ 1 - Centro
2024_15060017,2024_15060017_04,Mujer,26,83,172,,1,4.5,2.9,29,78,100,0.6,102,30.9,90,,,3,153,"1,962,224,132",2,Ana Sanchez Martinez,27965192414,ANM68060017HDFRRA01,HGZ 1 - Centro
2024_15060021,2024_15060021_02,Mujer,27,68.7,156.2,,1,4.2,3.3,39,93,145,0.77,85,11.1,121,,"1,785,359,902",3,153,"1,142,300,477",0,Lucia Rodriguez Perez,62746148047,LUM32060021HDFRRA01,Hospital Regional Sur
2024_26043001,2024_26043001_01,Mujer,34,120.95,168,,1,4.6,3,36,115,163,0.6,158,22.7,171,,"2,740,016,451",3,263,"2,717,480,952",2,Ana Perez Perez,19758128894,ANM75043001HDFRRA01,Unidad Médica Familiar 22
2024_26043011,2024_26043011_02,Hombre,53,58.5,161.6,,1,4.3,4.3,58,69,132,0.7,105,3.5,50,,"7,874,212,219",3,263,,2,Luis Rodriguez Lopez,75995950315,LUH85043011HDFRRA01,Centro de Salud Urbano N01
2024_26043016,2024_26043016_02,Mujer,37,113.85,160.3,,1,6.6,3.9,31,81,118,0.6,101,24.5,138,,"6,955,453,428",3,263,"4,739,682,837",2,Sofia Rodriguez Rodriguez,28986161698,SOM17043016HDFRRA01,Hospital Regional Sur
2024_26043018,2024_26043018_01,Hombre,64,,,,1,3.7,3.6,41,104,154,0.7,93,9,91,,"6,314,053,621",3,263,"854,783,117",0,Roberto Garcia Lopez,35844018925,ROH67043018HDFRRA01,Centro de Salud Urbano N01
2024_26043030,2024_26043030_02,Mujer,29,56.4,163.6,,1,3,3.9,50,110,171,0.5,85,4.1,111,,"101,263,219",3,263,"6,900,420,601",0,Beatriz Cortes Lopez,51784081139,BEM41043030HDFRRA01,Unidad Médica Familiar 22
2024_10016011,2024_10016011_01,Mujer,74,,,,1,5.9,3.4,48,114,172,0.95,89,7.5,89,,"3,233,466,175",2,102,"1,003,508,633",0,Ana Hernandez Lopez,47917643401,ANM40016011HDFRRA01,Centro de Salud Urbano N01
2024_10016011,2024_10016011_02,Mujer,37,136.65,168.5,,1,4.7,2.9,32,66,101,0.71,89,15.8,82,,"675,365,401",2,102,"665,276,768",0,Sofia Gonzalez Martinez,96966776478,SOM32016011HDFRRA01,Unidad Médica Familiar 22
2024_10016012,2024_10016012_01,Mujer,67,,,,1,3.2,3.4,36,96,156,0.45,291,4.5,268,,"3,233,466,175",2,102,"1,003,508,633",2,Beatriz Cortes Gonzalez,53914374483,BEM31016012HDFRRA01,Clínica 14 - Santa Fe
2024_10016012,2024_10016012_02,Mujer,42,105.6,157,,1,6,2.3,23,41,65,0.61,94,17.7,109,,"675,365,401",2,102,"665,276,768",0,Gabriela Sanchez Ramirez,70909641262,GAM55016012HDFRRA01,Hospital Regional Sur
2024_10016013,2024_10016013_01,Hombre,80,,,,1,7.8,3.3,49,84,143,1.9,116,11.6,112,,,2,102,"6,644,719,336",2,Carlos Gonzalez Hernandez,59897875576,CAH45016013HDFRRA01,Unidad Médica Familiar 22
2024_10016017,2024_10016017_01,Mujer,72,,,,1,6.6,3.6,29,92,174,0.66,110,37.6,378,,"3,110,914,979",2,102,"9,654,747,782",2,Maria Martinez Lopez,54995515156,MAM33016017HDFRRA01,Unidad Médica Familiar 22
2024_10016018,2024_10016018_01,Mujer,41,102.1,165,,1,4.8,2.7,26,62,89,0.58,96,9.4,127,,"6,497,684,616",2,102,"6,400,621,967",0,Elena Martinez Lopez,34925026229,ELM39016018HDFRRA01,Unidad Médica Familiar 22
2024_10016020,2024_10016020_01,Mujer,63,,,,1,3.7,2.2,18,96,247,0.46,95,8.3,649,6,"4,151,516,352",2,102,"2,117,276,675",2,Lucia Sanchez Cortes,26796397364,LUM52016020HDFRRA01,Centro de Salud Urbano N01
2024_10016021,2024_10016021_02,Mujer,30,89.8,162.2,,1,3.7,2.5,26,75,103,0.59,98,7.1,79,,"1,250,891,156",2,102,"1,232,205,298",0,Maria Cortes Rodriguez,17736616689,MAM60016021HDFRRA01,Clínica 14 - Santa Fe
2024_10016033,2024_10016033_02,Hombre,68,,,,1,5.9,4,48,33,87,1.66,90,9.6,82,,"1,411,874,068",2,102,"1,691,383,104",0,Javier Rodriguez Rodriguez,47969588721,JAH13016033HDFRRA01,Hospital Regional Sur
2024_10016036,2024_10016036_01,Hombre,33,78.35,186.1,,1,6.1,3.3,46,58,105,0.96,91,4.3,48,,"3,289,496,506",2,102,,0,Javier Gonzalez Perez,92889880429,JAH67016036HDFRRA01,Hospital Regional Sur
2024_10039006,2024_10039006_01,Hombre,47,76.2,184.2,,1,5.9,3.6,43,66,107,0.9,76,2.5,55,,"2,661,138,644",1,101,,0,Carlos Martinez Gonzalez,86769554320,CAH78039006HDFRRA01,Hospital Regional Sur
2024_10039006,2024_10039006_03,Hombre,20,75.4,182.5,,1,6,4.2,40,80,129,0.83,81,5.8,106,,"1,411,761,538",1,101,,0,Raffael Perez Perez,34869410049,RAH31039006HDFRRA01,Unidad Médica Familiar 22
2024_10039020,2024_10039020_01,Mujer,46,69.85,165.3,,1,4.8,3.4,35,96,146,0.73,80,6.4,124,,"1,529,173,197",1,101,"7,358,855,589",0,Sofia Garcia Cortes,15776232594,SOM67039020HDFRRA01,HGZ 1 - Centro
2024_10039022,2024_10039022_02,Mujer,32,60.6,155.3,,1,2.9,2.3,39,144,212,0.44,81,7.9,256,,"1,994,053,799",1,101,"2,094,868,417",0,Elena Perez Hernandez,12958991502,ELM96039022HDFRRA01,Hospital Regional Sur
2024_28027008,2024_28027008_01,Mujer,48,87.55,161.9,,1,5.7,3.5,35,127,159,0.68,96,21.7,117,,"1,137,262,651",3,283,"8,441,563,943",0,Elena Cortes Martinez,29744897751,ELM98027008HDFRRA01,Hospital Regional Sur
2024_28027013,2024_28027013_01,Hombre,51,90.55,162.5,,1,5.7,3.9,30,108,135,0.66,90,16.7,86,,"460,178,499",3,283,,0,Carlos Gonzalez Cortes,33748350610,CAH93027013HDFRRA01,Centro de Salud Urbano N01
2024_28027013,2024_28027013_03,Mujer,25,79.85,144.5,,1,5.7,3.6,30,104,144,0.44,87,15.5,133,,"3,767,569,962",3,283,"1,905,353,272",0,Gabriela Ramirez Rodriguez,78988944028,GAM38027013HDFRRA01,HGZ 1 - Centro
2024_07061009,2024_07061009_01,Mujer,79,,,,1,3.8,2.1,22,42,67,0.5,64,4.3,80,,"2,923,060,495",2,72,"2,530,823,352",0,Isabel Rodriguez Hernandez,16925053895,ISM14061009HDFRRA01,Clínica 14 - Santa Fe
2024_07061015,2024_07061015_02,Mujer,45,70.05,155.3,,1,2.3,2,34,60,86,0.32,60,3.8,60,5,"6,763,404,919",2,72,"4,654,104,451",0,Elena Cortes Garcia,35767621517,ELM23061015HDFRRA01,HGZ 1 - Centro
